"Ticker","Name","Sector","Asset Class","Market Value","Weight (%)","Notional Value","Quantity","Price","Location","Exchange","Currency","FX Rate","Accrual Date"
"HNR1","HANNOVER RUECK","Financials","Equity","1328334.39","0.0165","1328334.39","5058","262.62","Germany","Xetra","USD","0.86513","--"
"6594","NIDEC CORP","Industrials","Equity","1328839.11","0.0165","1328839.11","76800","17.3","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SHL","SIEMENS HEALTHINEERS AG","Health Care","Equity","1321309.75","0.01641","1321309.75","32810","40.27","Germany","Xetra","USD","0.86513","--"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","1317409.1","0.01636","1317409.1","18415","71.54","United States","NYSE","USD","1","--"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","1311260.65","0.01629","1311260.65","13615","96.31","United States","NYSE","USD","1","--"
"WCP","WHITECAP RESOURCES INC","Energy","Equity","1311677.54","0.01629","1311677.54","110571","11.86","Canada","Toronto Stock Exchange","USD","1.39175","--"
"3407","ASAHI KASEI CORP","Materials","Equity","1309791.6","0.01627","1309791.6","117500","11.15","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","1309000","0.01626","1309000","1309000","100","United States","--","USD","1","Sep 01, 2016"
"RI","PERNOD RICARD SA","Consumer Staples","Equity","1296946.15","0.01611","1296946.15","18068","71.78","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"S32","SOUTH32 LTD","Materials","Equity","1297405.27","0.01611","1297405.27","395731","3.28","Australia","Asx - All Markets","USD","1.41223","--"
"EQT","EQT","Financials","Equity","1293822.95","0.01607","1293822.95","41489","31.18","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","1292632.38","0.01606","1292632.38","38142","33.89","United States","NASDAQ","USD","1","--"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","1293147.6","0.01606","1293147.6","10552","122.55","United States","NYSE","USD","1","--"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","1290773.76","0.01603","1290773.76","16608","77.72","United States","NASDAQ","USD","1","--"
"TRU","TRANSUNION","Industrials","Equity","1289756.98","0.01602","1289756.98","18253","70.66","United States","NYSE","USD","1","--"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","1286284.8","0.01598","1286284.8","12255","104.96","United States","NYSE","USD","1","--"
"4661","ORIENTAL LAND LTD","Consumer Discretionary","Equity","1285728.32","0.01597","1285728.32","94500","13.61","Japan","Tokyo Stock Exchange","USD","160.265","--"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","1281038.9","0.01591","1281038.9","87700","14.61","Japan","Tokyo Stock Exchange","USD","160.265","--"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","1280242.6","0.0159","1280242.6","12740","100.49","United States","NYSE","USD","1","--"
"GEN","GEN DIGITAL INC","Information Technology","Equity","1278364.32","0.01588","1278364.32","48644","26.28","United States","NASDAQ","USD","1","--"
"BALL","BALL CORP","Materials","Equity","1273466.88","0.01582","1273466.88","24064","52.92","United States","NYSE","USD","1","--"
"6383","DAIFUKU LTD","Industrials","Equity","1271064.8","0.01579","1271064.8","29600","42.94","Japan","Tokyo Stock Exchange","USD","160.265","--"
"COO","COOPER INC","Health Care","Equity","1270503.78","0.01578","1270503.78","18867","67.34","United States","NASDAQ","USD","1","--"
"6988","NITTO DENKO CORP","Materials","Equity","1269709.54","0.01577","1269709.54","66500","19.09","Japan","Tokyo Stock Exchange","USD","160.265","--"
"H","HYDRO ONE LTD","Utilities","Equity","1263184.65","0.01569","1263184.65","30859","40.93","Canada","Toronto Stock Exchange","USD","1.39175","--"
"SCG","SCENTRE GROUP","Real Estate","Equity","1257549.57","0.01562","1257549.57","485232","2.59","Australia","Asx - All Markets","USD","1.41223","--"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","1253553.18","0.01557","1253553.18","128700","9.74","Japan","Tokyo Stock Exchange","USD","160.265","--"
"9101","NIPPON YUSEN","Industrials","Equity","1252938.57","0.01556","1252938.57","35800","35","Japan","Tokyo Stock Exchange","USD","160.265","--"
"KOG","KONGSBERG GRUPPEN","Industrials","Equity","1252146","0.01555","1252146","37812","33.12","Norway","Oslo Bors Asa","USD","9.4217","--"
"STLAM","STELLANTIS NV","Consumer Discretionary","Equity","1250863.66","0.01554","1250863.66","173980","7.19","Italy","Borsa Italiana","USD","0.86513","--"
"KRX","KINGSPAN GROUP PLC","Industrials","Equity","1249336.37","0.01552","1249336.37","13197","94.67","Ireland","Irish Stock Exchange - All Market","USD","0.86513","--"
"ELE","ENDESA SA","Utilities","Equity","1249444.39","0.01552","1249444.39","29413","42.48","Spain","Bolsa De Madrid","USD","0.86513","--"
"SUN","SUNCORP GROUP LTD","Financials","Equity","1249852.1","0.01552","1249852.1","100517","12.43","Australia","Asx - All Markets","USD","1.41223","--"
"ZS","ZSCALER INC","Information Technology","Equity","1246333.4","0.01548","1246333.4","9530","130.78","United States","NASDAQ","USD","1","--"
"MONC","MONCLER","Consumer Discretionary","Equity","1243327.12","0.01544","1243327.12","19853","62.63","Italy","Borsa Italiana","USD","0.86513","--"
"SPSN","SWISS PRIME SITE AG","Real Estate","Equity","1242191.27","0.01543","1242191.27","7786","159.54","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"SRG","SNAM","Utilities","Equity","1241432.98","0.01542","1241432.98","170584","7.28","Italy","Borsa Italiana","USD","0.86513","--"
"KRZ","KERRY GROUP PLC","Consumer Staples","Equity","1240103.21","0.0154","1240103.21","14911","83.17","Ireland","Irish Stock Exchange - All Market","USD","0.86513","--"
"ORG","ORIGIN ENERGY LTD","Utilities","Equity","1238335.34","0.01538","1238335.34","160589","7.71","Australia","Asx - All Markets","USD","1.41223","--"
"GIB.A","CGI INC CLASS A","Information Technology","Equity","1234571.55","0.01533","1234571.55","18312","67.42","Canada","Toronto Stock Exchange","USD","1.39175","--"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","1231896.89","0.0153","1231896.89","32657","37.72","Canada","Toronto Stock Exchange","USD","1.39175","--"
"RTO","RENTOKIL INITIAL PLC","Industrials","Equity","1228119.58","0.01525","1228119.58","207376","5.92","United Kingdom","London Stock Exchange","USD","0.74702","--"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","1225064.33","0.01522","1225064.33","14194","86.31","Canada","Toronto Stock Exchange","USD","1.39175","--"
"2502","ASAHI GROUP HOLDINGS LTD","Consumer Staples","Equity","1224481.33","0.01521","1224481.33","133000","9.21","Japan","Tokyo Stock Exchange","USD","160.265","--"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","1216990.61","0.01512","1216990.61","74800","16.27","Japan","Tokyo Stock Exchange","USD","160.265","--"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","1217550.75","0.01512","1217550.75","12405","98.15","United States","NYSE","USD","1","--"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","1214036.46","0.01508","1214036.46","143700","8.45","Singapore","Singapore Exchange","USD","1.289","--"
"MRU","METRO INC","Consumer Staples","Equity","1212856.79","0.01506","1212856.79","18221","66.56","Canada","Toronto Stock Exchange","USD","1.39175","--"
"ROL","ROLLINS INC","Industrials","Equity","1209951.9","0.01503","1209951.9","25689","47.1","United States","NYSE","USD","1","--"
"TIT","TELECOM ITALIA","Communication","Equity","1209115.45","0.01502","1209115.45","1422407","0.85","Italy","Borsa Italiana","USD","0.86513","--"
"1925","DAIWA HOUSE INDUSTRY LTD","Real Estate","Equity","1208150.25","0.01501","1208150.25","46200","26.15","Japan","Tokyo Stock Exchange","USD","160.265","--"
"EG","EVEREST GROUP LTD","Financials","Equity","1204879.23","0.01497","1204879.23","3603","334.41","United States","NYSE","USD","1","--"
"DSFIR","DSM FIRMENICH AG","Materials","Equity","1204914.11","0.01497","1204914.11","15343","78.53","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"ENX","EURONEXT NV","Financials","Equity","1205153.36","0.01497","1205153.36","7332","164.37","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","1205214.34","0.01497","1205214.34","3862","312.07","United States","NYSE","USD","1","--"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Industrials","Equity","1202568.56","0.01494","1202568.56","66700","18.03","Japan","Tokyo Stock Exchange","USD","160.265","--"
"DAL","DELTA AIR LINES INC","Industrials","Equity","1199718.52","0.0149","1199718.52","15106","79.42","United States","NYSE","USD","1","--"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","1198432.87","0.01489","1198432.87","10127","118.34","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","1195285.93","0.01485","1195285.93","12500","95.62","Japan","Tokyo Stock Exchange","USD","160.265","--"
"TRMB","TRIMBLE INC","Information Technology","Equity","1193697.32","0.01483","1193697.32","22028","54.19","United States","NASDAQ","USD","1","--"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Real Estate","Equity","1194002.63","0.01483","1194002.63","10562","113.05","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","1187489.64","0.01475","1187489.64","67000","17.72","United Kingdom","London Stock Exchange","USD","0.74702","--"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","1186018.49","0.01473","1186018.49","20633","57.48","United Kingdom","London Stock Exchange","USD","0.74702","--"
"RO","ROCHE HOLDING AG","Health Care","Equity","1186323.99","0.01473","1186323.99","2836","418.31","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"NESTE","NESTE","Energy","Equity","1185439.29","0.01472","1185439.29","35821","33.09","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","1179910.38","0.01466","1179910.38","25014","47.17","United States","NASDAQ","USD","1","--"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","1172172.34","0.01456","1172172.34","21900","53.52","Japan","Tokyo Stock Exchange","USD","160.265","--"
"TELIA","TELIA COMPANY","Communication","Equity","1172291.17","0.01456","1172291.17","229040","5.12","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Real Estate","Equity","1169562.91","0.01453","1169562.91","52800","22.15","Japan","Tokyo Stock Exchange","USD","160.265","--"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","1169104.86","0.01452","1169104.86","5442","214.83","United States","NYSE","USD","1","--"
"ARX","ARC RESOURCES LTD","Energy","Equity","1167867.86","0.01451","1167867.86","51290","22.77","Canada","Toronto Stock Exchange","USD","1.39175","Jan 01, 1970"
"PLS","PLS GROUP LTD","Materials","Equity","1165746.04","0.01448","1165746.04","278562","4.18","Australia","Asx - All Markets","USD","1.41223","--"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","1164643.2","0.01447","1164643.2","71232","16.35","United States","NASDAQ","USD","1","--"
"5016","JX ADVANCED METALS CORP","Materials","Equity","1163672.67","0.01445","1163672.67","49600","23.46","Japan","Tokyo Stock Exchange","USD","160.265","--"
"WSO","WATSCO INC","Industrials","Equity","1160562.5","0.01441","1160562.5","3125","371.38","United States","NYSE","USD","1","--"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Equity","1158825.7","0.01439","1158825.7","216472","5.35","Australia","Asx - All Markets","USD","1.41223","--"
"SOON","SONOVA HOLDING AG","Health Care","Equity","1151075.24","0.0143","1151075.24","4378","262.92","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CPU","COMPUTERSHARE LTD","Industrials","Equity","1142213.03","0.01419","1142213.03","46180","24.73","Australia","Asx - All Markets","USD","1.41223","--"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","1134856.7","0.0141","1134856.7","232760","4.88","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"ENLT","ENLIGHT RENEWABLE ENERGY LTD","Utilities","Equity","1135139.66","0.0141","1135139.66","11932","95.13","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","1128135.48","0.01401","1128135.48","9876","114.23","United States","NASDAQ","USD","1","--"
"9532","OSAKA GAS LTD","Utilities","Equity","1126809.35","0.014","1126809.35","32900","34.25","Japan","Tokyo Stock Exchange","USD","160.265","--"
"EN","BOUYGUES SA","Industrials","Equity","1125042.83","0.01397","1125042.83","19404","57.98","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"ALA","ALTAGAS LTD","Utilities","Equity","1123773.84","0.01396","1123773.84","28049","40.06","Canada","Toronto Stock Exchange","USD","1.39175","--"
"9104","MITSUI OSK LINES LTD","Industrials","Equity","1122085.3","0.01394","1122085.3","31000","36.2","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7733","OLYMPUS CORP","Health Care","Equity","1120375","0.01392","1120375","97400","11.5","Japan","Tokyo Stock Exchange","USD","160.265","--"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","1119239.7","0.0139","1119239.7","7005","159.78","Canada","Toronto Stock Exchange","USD","1.39175","--"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","1116551.28","0.01387","1116551.28","6975","160.08","Canada","Toronto Stock Exchange","USD","1.39175","--"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","1115245.35","0.01385","1115245.35","72634","15.35","United Kingdom","London Stock Exchange","USD","0.74702","--"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","1114090.98","0.01384","1114090.98","10866","102.53","United States","NASDAQ","USD","1","--"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","1112713.09","0.01382","1112713.09","4606","241.58","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"8697","JAPAN EXCHANGE GROUP INC","Financials","Equity","1109130.5","0.01378","1109130.5","88700","12.5","Japan","Tokyo Stock Exchange","USD","160.265","--"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Health Care","Equity","1108539.98","0.01377","1108539.98","51181","21.66","New Zealand","New Zealand Exchange Ltd","USD","1.71659","--"
"1113","CK ASSET HOLDINGS LTD","Real Estate","Equity","1108585.36","0.01377","1108585.36","188000","5.9","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"CNA","CENTRICA PLC","Utilities","Equity","1105888.26","0.01374","1105888.26","436986","2.53","United Kingdom","London Stock Exchange","USD","0.74702","--"
"BG","BAWAG GROUP AG","Financials","Equity","1105472.24","0.01373","1105472.24","6342","174.31","Austria","Wiener Boerse Ag","USD","0.86513","--"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","1102817.8","0.0137","1102817.8","23345","47.24","United States","NYSE","USD","1","--"
"AVY","AVERY DENNISON CORP","Materials","Equity","1103019.44","0.0137","1103019.44","7108","155.18","United States","NYSE","USD","1","--"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","1103228.78","0.0137","1103228.78","108201","10.2","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"GGG","GRACO INC","Industrials","Equity","1102610.88","0.01369","1102610.88","14832","74.34","United States","NYSE","USD","1","--"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","1099354.61","0.01365","1099354.61","32771","33.55","United Kingdom","London Stock Exchange","USD","0.74702","--"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","1097187.18","0.01363","1097187.18","14758","74.35","Canada","Toronto Stock Exchange","USD","1.39175","--"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","1095419.46","0.01361","1095419.46","62800","17.44","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SGRO","SEGRO REIT PLC","Real Estate","Equity","1094780.03","0.0136","1094780.03","114734","9.54","United Kingdom","London Stock Exchange","USD","0.74702","--"
"9766","KONAMI GROUP CORP","Communication","Equity","1094000.56","0.01359","1094000.56","8900","122.92","Japan","Tokyo Stock Exchange","USD","160.265","--"
"MDLN","MEDLINE INC CLASS A","Health Care","Equity","1092795.54","0.01357","1092795.54","32514","33.61","United States","NASDAQ","USD","1","--"
"FOXA","FOX CORP CLASS A","Communication","Equity","1086828.72","0.0135","1086828.72","16248","66.89","United States","NASDAQ","USD","1","--"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","1087256.4","0.0135","1087256.4","31243","34.8","United States","NYSE","USD","1","--"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","1085867.28","0.01349","1085867.28","13526","80.28","United States","NYSE","USD","1","--"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","1072165.21","0.01332","1072165.21","92","11653.97","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"4307","NOMURA RESEARCH INSTITUTE LTD","Information Technology","Equity","1072264.06","0.01332","1072264.06","35200","30.46","Japan","Tokyo Stock Exchange","USD","160.265","--"
